rid,mean_delay
202201088009673,-0.75
202201088009677,0.0
202201088009683,-0.625
202201088009686,-1.8571428571428572
202201088009689,-0.16666666666666666
202201088009691,-1.2
202201088009694,-0.75
202201088009697,3.5714285714285716
202201088009700,-1.0
202201088009702,2.4
202201088009704,-0.375
202201088009707,2.2857142857142856
202201088009712,-0.25
202201088009715,-1.5714285714285714
202201088009719,-1.2857142857142858
202201088009722,-2.25
202201088009724,-1.4285714285714286
202201088009728,-0.8
202201096756369,1.0
202201096756370,1.2
202201098009579,-1.3333333333333333
202201098009582,-3.5
202201098009589,-1.6666666666666667
202201098009597,-1.6666666666666667
202201098009603,-1.2
202201098009606,2.0
202201098009609,0.6666666666666666
202201098009616,-1.0
202201098009619,-1.1666666666666667
202201098009626,-1.5714285714285714
202201098009629,-1.6666666666666667
202201098009636,-2.142857142857143
202201098009639,-1.8333333333333333
202201098009646,0.0
202201098009649,-1.6666666666666667
202201098009656,-1.0
202201098009659,-0.5
202201098009665,-0.7142857142857143
202201098009668,-1.8333333333333333
202201098009671,2.5
202201098009674,-0.8571428571428571
202201098009678,-1.1666666666666667
202201098009681,-2.2
202201098009684,-0.8571428571428571
202201098009687,9.666666666666666
202201098009692,-1.6666666666666667
202201098009695,-1.8571428571428572
202201098009698,-1.1666666666666667
202201098009705,-2.7142857142857144
202201098009708,-1.8333333333333333
202201098009713,-0.5714285714285714
202201098009716,-2.0
202201098009720,1.0
202201098009723,-1.7142857142857142
202201098009725,-0.5
202201098009729,-1.0
202201106756367,-0.75
202201108009556,-0.75
202201108009580,-2.125
202201108009592,-2.5
202201108009604,-1.0
202201108009614,-1.375
202201108009624,-1.5
202201108009634,-1.125
202201108009644,-1.5
202201108009654,-1.25
202201108009663,0.0
202201108009672,1.0
202201108009682,-1.625
202201108009693,-1.375
202201108009703,0.125
202201108009711,-1.125
202201108009721,-0.625
202201108009727,-1.4
202201116756367,-1.75
202201118009556,-1.75
202201118009580,-1.125
202201118009592,-2.125
202201118009604,-1.125
202201118009614,-1.125
202201118009624,-1.25
202201118009634,-1.625
202201118009644,-0.875
202201118009654,-0.125
202201118009663,-1.0
202201118009672,-0.75
202201118009682,-1.125
202201118009693,-0.625
202201118009703,1.625
202201118009711,-1.125
202201118009721,-0.625
202201118009727,-1.0
202201126756367,2.375
202201127010405,-1.5555555555555556
202201128009556,6.5
202201128009580,1.75
202201128009592,-1.625
202201128009604,2.875
202201128009614,-1.125
202201128009624,-1.375
202201128009634,-1.25
202201128009644,-1.125
202201128009654,-1.5
202201128009663,-1.125
202201128009672,-1.125
202201128009682,-1.5
202201128009693,-1.125
202201128009703,-0.625
202201128009711,-0.875
202201128009721,-0.375
202201128009727,-1.1
202201136756367,-1.625
202201138009556,-1.625
202201138009580,-1.5
202201138009592,-1.875
202201138009604,0.5
202201138009614,-0.875
202201138009624,-1.375
202201138009634,-0.5
202201138009644,0.0
202201138009654,-0.625
202201138009663,-1.625
202201138009672,-1.875
202201138009682,-0.5
202201138009693,-1.125
202201138009703,1.375
202201138009711,-0.625
202201138009721,-0.75
202201138009727,-1.4
202201146756367,-1.0
202201148009556,-1.25
202201148009580,-2.625
202201148009592,-2.5
202201148009604,6.0
202201148009614,-1.0
202201148009624,1.375
202201148009634,-1.75
202201148009644,-1.5
202201148009654,-1.375
202201148009663,-0.75
202201148009672,-1.5
202201148009682,-1.625
202201148009693,-1.0
202201148009703,-0.625
202201148009711,-1.5
202201148009721,-1.0
202201148009727,1.9
202201156756368,-1.125
202201158009557,-1.0
202201158009564,-0.8571428571428571
202201158009568,0.2
202201158009570,-1.0
202201158009572,-2.0
202201158009578,8.714285714285714
202201158009581,-1.0
202201158009584,-1.8
202201158009586,-0.8
202201158009588,-1.4285714285714286
202201158009591,2.0
202201158009593,0.375
202201158009596,0.14285714285714285
202201158009599,-0.8
202201158009602,-1.6
202201158009605,7.125
202201158009608,-0.42857142857142855
202201158009611,-1.4
202201158009613,-2.0
202201158009615,-0.625
202201158009618,-2.0
202201158009625,-0.25
202201158009628,-1.7142857142857142
202201158009631,0.8
202201158009633,-2.2
202201158009635,-0.625
202201158009638,-0.5714285714285714
202201158009641,-1.2
202201158009643,0.0
202201158009645,-0.875
202201158009648,-0.7142857142857143
202201158009651,-1.4
202201158009653,-1.8333333333333333
202201158009655,-0.625
202201158009658,25.285714285714285
202201158009661,-1.2
202201158009662,5.8
202201158009664,-1.0
202201158009670,4.142857142857143
202201158009673,2.25
202201158009683,-0.5
202201158009686,0.5714285714285714
202201158009689,-0.5
202201158009691,-2.0
202201158009694,-1.0
202201158009697,-0.14285714285714285
202201158009700,-0.8
202201158009702,-1.4
202201158009704,-1.125
202201158009707,-1.5714285714285714
202201158009712,-1.0
202201158009715,-1.5714285714285714
202201158009719,-1.4285714285714286
202201158009722,-1.125
202201158009724,-1.0
202201158009728,-1.6
202201176756367,9.75
202201178009556,-1.25
202201178009580,-0.875
202201178009592,-2.75
202201178009604,-1.125
202201178009614,-1.0
202201178009624,-1.125
202201178009634,-1.25
202201178009644,-1.5
202201178009654,24.5
202201178009663,3.875
202201178009672,-1.625
202201178009682,-0.875
202201178009693,0.375
202201178009703,3.875
202201178009711,-0.75
202201178009721,-0.875
202201178009727,-1.6
202201186756367,-0.875
202201188009556,-0.875
202201188009580,-1.25
202201188009592,-1.75
202201188009604,-1.25
202201188009614,-1.0
202201188009624,3.375
202201188009634,1.375
202201188009644,0.625
202201188009654,0.0
202201188009663,3.625
202201188009672,2.625
202201188009682,1.5
202201188009693,2.75
202201188009703,1.375
202201188009711,-0.125
202201188009721,-0.375
202201188009727,-1.3
202201196756367,-0.625
202201198009556,-0.625
202201198009580,-2.5
202201198009592,-1.5
202201198009604,0.125
202201198009614,-0.875
202201198009624,-1.0
202201198009634,-1.125
202201198009644,-0.625
202201198009654,2.5
202201198009663,0.375
202201198009672,2.625
202201198009682,-2.375
202201198009693,-0.625
202201198009703,1.375
202201198009711,-1.0
202201198009721,-1.125
202201198009727,-1.5
202201206756367,-1.625
202201208009556,-0.75
202201208009580,-1.875
202201208009592,-2.125
202201208009604,0.375
202201208009614,-0.5
202201208009624,2.375
202201208009634,-1.5
202201208009644,-1.0
202201208009654,-1.125
202201208009663,-0.875
202201208009672,-1.5
202201208009682,-0.5
202201208009693,-0.375
202201208009703,-1.0
202201208009711,-0.625
202201208009721,-0.875
202201208009727,-1.1
202201216756367,-1.5
202201218009556,-0.5
202201218009580,-2.625
202201218009592,-2.0
202201218009604,-1.375
202201218009614,-1.0
202201218009624,-0.375
202201218009634,-1.625
202201218009644,-1.125
202201218009654,-1.0
202201218009663,-0.625
202201218009672,-0.625
202201218009682,7.375
202201218009693,-0.625
202201218009703,-1.125
202201218009711,-1.625
202201218009721,-1.125
202201218009727,-0.3
202201246756367,-0.75
202201248009556,-1.625
202201248009580,-1.625
202201248009592,-2.125
202201248009604,-1.5
202201248009614,-0.875
202201248009624,0.5
202201248009634,-1.375
202201248009644,-1.375
202201248009654,-1.25
202201248009663,-1.375
202201248009672,-1.125
202201248009682,-0.5
202201248009693,-0.625
202201248009703,-0.375
202201248009711,-1.0
202201248009721,-0.75
202201248009727,-0.5555555555555556
202201256756367,-1.25
202201258009556,-1.25
202201258009580,-1.75
202201258009592,-2.0
202201258009604,-0.375
202201258009614,-0.125
202201258009624,-0.625
202201258009634,-1.75
202201258009644,-1.375
202201258009654,-0.625
202201258009663,-0.875
202201258009672,-1.0
202201258009682,-1.375
202201258009693,-0.5
202201258009703,-1.125
202201258009711,-0.75
202201258009721,-0.875
202201258009727,0.1
202201266756367,-1.0
202201268009556,-1.0
202201268009580,-1.125
202201268009592,0.875
202201268009604,-0.875
202201268009614,-1.125
202201268009624,3.875
202201268009634,0.0
202201268009644,-0.5
202201268009654,0.375
202201268009663,1.0
202201268009672,-1.25
202201268009682,-0.5
202201268009693,-1.0
202201268009703,0.125
202201268009711,-0.625
202201268009721,0.375
202201268009727,-0.7
202201276756367,-0.5
202201278009556,-0.75
202201278009580,-1.5
202201278009592,-1.875
202201278009604,-0.375
202201278009614,-0.625
202201278009624,-1.125
202201278009634,-1.375
202201278009644,-1.5
202201278009654,-1.125
202201278009663,-0.25
202201278009672,-1.0
202201278009682,-0.25
202201278009693,-1.75
202201278009703,-0.375
202201278009711,-0.25
202201278009721,-0.375
202201278009727,-1.1
202201286756367,2.0
202201288009556,3.25
202201288009580,-1.375
202201288009592,-2.25
202201288009604,-0.5
202201288009614,-1.0
202201288009624,-1.0
202201288009634,-1.25
202201288009644,-1.25
202201288009654,-0.75
202201288009663,0.625
202201288009672,-1.25
202201288009682,-1.125
202201288009693,-0.875
202201288009703,-0.625
202201288009711,-0.5
202201288009721,-0.5
202201288009727,-1.0
202201316756367,-0.75
202201318009556,-1.25
202201318009580,-1.25
202201318009592,-2.25
202201318009604,-1.125
202201318009614,-0.5
202201318009624,-0.125
202201318009634,-0.125
202201318009644,5.5
202201318009654,-0.25
202201318009663,-0.25
202201318009672,-0.75
202201318009682,0.125
202201318009693,-1.125
202201318009703,2.75
202201318009711,-0.875
202201318009721,-1.125
202201318009727,-0.8
202202026756367,0.375
202202028009556,-0.14285714285714285
202202028009580,0.125
202202028009592,-2.125
202202028009604,0.25
202202028009614,-0.5
202202028009624,-0.5
202202028009634,4.75
202202028009644,-1.5
202202028009654,-0.75
202202028009663,-1.25
202202028009672,-1.0
202202028009682,-0.25
202202028009693,-1.25
202202028009703,1.125
202202028009711,-0.75
202202028009721,-1.25
202202028009727,-1.3
202202036756367,-1.0
202202038009556,-1.625
202202038009580,-2.125
202202038009592,-1.25
202202038009604,-0.125
202202038009614,-1.125
202202038009624,-0.625
202202038009634,-0.5
202202038009644,-1.375
202202038009654,2.75
202202038009663,2.0
202202038009672,-1.5
202202038009682,-0.375
202202038009693,-1.0
202202038009703,0.625
202202038009711,0.5
202202038009721,-0.5
202202038009727,-1.1
202202046756367,-0.625
202202048009556,-1.375
202202048009580,-1.375
202202048009592,-1.625
202202048009604,-0.375
202202048009614,-0.625
202202048009624,0.0
202202048009634,-0.25
202202048009644,3.875
202202048009654,-1.375
202202048009663,-0.875
202202048009672,-0.625
202202048009682,-0.625
202202048009693,-0.75
202202048009703,25.25
202202048009711,-0.25
202202048009721,-0.375
202202048009727,-1.4
202202056756368,-1.0
202202058009557,-1.0
202202058009564,-1.0
202202058009568,-1.8
202202058009570,0.0
202202058009572,-1.2857142857142858
202202058009578,-1.8571428571428572
202202058009581,-0.5
202202058009584,2.4
202202058009586,0.4
202202058009588,-1.4285714285714286
202202058009591,-1.6
202202058009593,-1.25
202202058009596,-2.0
202202058009599,-0.8
202202058009602,-1.2
202202058009605,-1.375
202202058009608,-1.0
202202058009611,-0.6
202202058009613,-1.6
202202058009615,-0.375
202202058009618,-1.4285714285714286
202202058009625,0.5
202202058009628,-1.7142857142857142
202202058009631,-0.8
202202058009633,-0.4
202202058009635,-0.875
202202058009638,-1.0
202202058009641,-1.8
202202058009643,-2.0
202202058009645,-0.5
202202058009648,-1.5714285714285714
202202058009651,-0.4
202202058009653,-2.3333333333333335
202202058009655,-1.25
202202058009658,-1.2857142857142858
202202058009661,0.4
202202058009662,0.0
202202058009664,-0.625
202202058009670,-0.7142857142857143
202202058009673,-0.625
202202058009677,-0.6
202202058009683,-0.25
202202058009686,-1.0
202202058009689,-1.0
202202058009691,-1.8
202202058009694,-0.625
202202058009697,-0.42857142857142855
202202058009700,0.4
202202058009702,-1.0
202202058009704,-0.625
202202058009707,-0.5714285714285714
202202058009712,-0.75
202202058009715,-1.2857142857142858
202202058009719,-1.2857142857142858
202202058009722,-1.5
202202058009724,-0.5
202202058009728,-1.5
202202076756367,-1.5
202202078009556,-1.0
202202078009561,-1.4285714285714286
202202078009569,-1.1666666666666667
202202078009580,-2.0
202202078009585,-1.5
202202078009592,1.375
202202078009598,-0.8
202202078009604,-0.75
202202078009610,-1.8
202202078009614,-2.375
202202078009620,0.0
202202078009624,0.375
202202078009630,22.4
202202078009634,-1.625
202202078009640,-1.2
202202078009644,-1.875
202202078009650,-1.2
202202078009654,1.75
202202078009660,-1.0
202202078009663,-0.75
202202078009666,-0.6
202202078009672,-2.25
202202078009676,-1.6
202202078009682,-1.2857142857142858
202202078009693,-1.5
202202078009699,-1.8
202202078009703,0.75
202202078009711,-1.125
202202078009721,-1.875
202202078009727,-0.2
202202086756367,-1.0
202202088009556,-0.5714285714285714
202202088009561,-1.5714285714285714
202202088009569,-1.3333333333333333
202202088009580,-1.8571428571428572
202202088009585,-2.3333333333333335
202202088009592,-1.25
202202088009598,-1.4
202202088009604,-1.0
202202088009610,-0.4
202202088009614,-1.25
202202088009620,-0.4
202202088009624,-0.125
202202088009630,-1.0
202202088009634,-1.625
202202088009640,-1.6
202202088009644,-1.75
202202088009650,-2.0
202202088009654,-0.875
202202088009660,-0.2
202202088009663,-1.0
202202088009666,-0.4
202202088009672,-2.0
202202088009676,0.2
202202088009682,-1.7142857142857142
202202088009693,-0.875
202202088009699,-1.6
202202088009703,-1.25
202202088009711,-1.625
202202088009721,-2.0
202202088009727,0.2
202202096756367,-0.8333333333333334
202202098009556,-1.0
202202098009561,-1.0
202202098009569,-1.5
202202098009580,-2.4285714285714284
202202098009585,-1.1666666666666667
202202098009592,-0.5
202202098009598,-0.6
202202098009604,-1.25
202202098009610,-1.0
202202098009614,-1.25
202202098009620,24.8
202202098009624,7.125
202202098009630,0.8
202202098009634,0.125
202202098009640,5.8
202202098009644,-1.5
202202098009650,-0.8
202202098009654,2.625
202202098009660,0.0
202202098009663,-0.75
202202098009666,-1.4
202202098009672,-1.875
202202098009676,-1.0
202202098009682,-1.7142857142857142
202202098009693,-0.375
202202098009699,-2.2
202202098009703,-0.625
202202098009711,-2.0
202202098009721,-0.875
202202098009727,4.333333333333333
202202106756367,-2.0
202202108009556,-1.1428571428571428
202202108009561,-0.42857142857142855
202202108009569,-1.1666666666666667
202202108009580,-2.5714285714285716
202202108009585,-2.0
202202108009592,1.625
202202108009598,-1.2
202202108009604,-1.0
202202108009610,-0.8
202202108009614,-1.875
202202108009620,3.8
202202108009624,0.625
202202108009630,-1.6
202202108009634,-0.875
202202108009640,-1.0
202202108009644,3.625
202202108009650,-1.2
202202108009654,-0.375
202202108009660,-0.8
202202108009663,-0.375
202202108009666,-1.4
202202108009672,-2.0
202202108009676,-2.2
202202108009682,-1.7142857142857142
202202108009693,-0.5
202202108009699,-2.8
202202108009703,-0.5
202202108009711,-1.25
202202108009721,-1.75
202202108009727,-1.4
202202116756367,-1.6666666666666667
202202118009556,-0.8571428571428571
202202118009561,-0.7142857142857143
202202118009569,-0.8333333333333334
202202118009580,-1.2857142857142858
202202118009585,-1.8333333333333333
202202118009592,-1.75
202202118009598,-0.2
202202118009604,-0.5
202202118009610,-1.0
202202118009614,1.625
202202118009620,0.0
202202118009624,0.25
202202118009630,-0.4
202202118009634,-1.0
202202118009640,-2.2
202202118009644,-1.5
202202118009650,-2.0
202202118009654,-0.875
202202118009660,-0.2
202202118009663,-1.0
202202118009666,-2.2
202202118009672,-2.25
202202118009676,-1.8
202202118009682,0.0
202202118009693,-0.625
202202118009699,-0.8
202202118009703,-0.875
202202118009711,-2.0
202202118009721,0.25
202202118009727,-0.8
202202146756367,-1.8333333333333333
202202148009556,-0.8571428571428571
202202148009561,-1.4285714285714286
202202148009569,-0.3333333333333333
202202148009580,-1.5714285714285714
202202148009585,-2.3333333333333335
202202148009592,-0.75
202202148009598,-1.0
202202148009604,-1.125
202202148009610,1.2
202202148009614,-0.5
202202148009620,-0.4
202202148009624,-1.125
202202148009630,-0.8
202202148009634,-1.125
202202148009640,-1.2
202202148009644,-1.5
202202148009650,-2.0
202202148009654,-0.125
202202148009660,-1.2
202202148009663,-1.5
202202148009666,-1.4
202202148009672,-1.75
202202148009676,-1.2
202202148009682,-2.4285714285714284
202202148009693,-0.625
202202148009699,-1.4
202202148009703,0.625
202202148009711,-1.5
202202148009721,-1.125
202202148009727,1.4
202202156756367,-1.8333333333333333
202202158009556,4.285714285714286
202202158009561,-1.8571428571428572
202202158009569,-1.1666666666666667
202202158009580,-1.7142857142857142
202202158009585,-2.5
202202158009592,-1.25
202202158009598,-1.4
202202158009604,-0.5
202202158009610,-0.6
202202158009614,0.0
202202158009620,1.2
202202158009624,-0.75
202202158009630,-1.2
202202158009634,-1.25
202202158009640,-1.2
202202158009644,-1.125
202202158009650,-1.4
202202158009654,-1.125
202202158009660,-0.2
202202158009663,-1.625
202202158009666,-1.0
202202158009672,-1.625
202202158009676,-1.4
202202158009682,-1.8571428571428572
202202158009693,0.5
202202158009699,2.8
202202158009703,3.125
202202158009711,-1.5
202202158009721,-1.375
202202158009727,0.8
202202166756367,-1.5
202202168009556,-0.8571428571428571
202202168009561,-1.0
202202168009569,-0.3333333333333333
202202168009580,-1.4285714285714286
202202168009585,-2.8333333333333335
202202168009592,-1.375
202202168009598,-0.4
202202168009604,-1.25
202202168009610,-1.6
202202168009614,0.125
202202168009620,-1.0
202202168009624,2.0
202202168009630,-1.4
202202168009634,-1.25
202202168009640,-1.0
202202168009644,-0.625
202202168009650,-1.4
202202168009654,0.125
202202168009660,-1.2
202202168009663,-1.5
202202168009666,-2.0
202202168009672,-2.125
202202168009676,-2.2
202202168009682,-1.4285714285714286
202202168009693,0.0
202202168009699,-0.2
202202168009703,-1.5
202202168009711,-0.25
202202168009721,-2.375
202202168009727,-1.1
202202186756367,17.8
202202187911077,33.125
202202187911081,46.0
202202187911082,32.0
202202188009604,19.6
202202188009614,16.666666666666668
202202188009624,23.0
202202188009634,9.0
202202218009556,16.6
202202218009561,52.8
202202218009727,5.25
202202226756367,-0.8333333333333334
202202228009556,-0.42857142857142855
202202228009561,-1.2857142857142858
202202228009569,-1.0
202202228009580,-1.4285714285714286
202202228009585,-2.6666666666666665
202202228009592,-0.125
202202228009598,-1.4
202202228009604,-0.5
202202228009610,0.2
202202228009614,-1.0
202202228009620,-1.2
202202228009624,-1.0
202202228009630,-1.2
202202228009634,-1.0
202202228009640,1.8
202202228009644,-0.5
202202228009650,0.4
202202228009654,-0.375
202202228009660,0.2
202202228009663,-0.625
202202228009666,-1.0
202202228009672,-1.75
202202228009676,-1.8
202202228009682,-0.375
202202228009693,-0.375
202202228009699,0.2
202202228009703,0.25
202202228009711,-1.75
202202228009721,-1.375
202202228009727,-1.3
202202236756367,-1.6666666666666667
202202238009556,-0.2857142857142857
202202238009561,-1.8571428571428572
202202238009569,-1.3333333333333333
202202238009580,-1.2857142857142858
202202238009585,-2.0
202202238009592,-1.625
202202238009598,-1.0
202202238009604,3.125
202202238009610,1.2
202202238009614,-1.25
202202238009620,-1.0
202202238009624,-1.125
202202238009630,-2.0
202202238009634,5.875
202202238009640,-0.6
202202238009644,-1.125
202202238009650,-1.6
202202238009654,-0.875
202202238009660,7.4
202202238009663,-1.125
202202238009666,-2.2
202202238009672,-2.875
202202238009676,-1.2
202202238009682,-0.25
202202238009693,-0.875
202202238009699,0.2
202202238009703,2.125
202202238009711,-1.875
202202238009721,0.625
202202238009727,-1.2
202202246756367,-1.6666666666666667
202202248009556,-0.8571428571428571
202202248009561,-1.0
202202248009569,-1.0
202202248009580,-1.4285714285714286
202202248009585,-1.8333333333333333
202202248009592,-1.0
202202248009598,-1.2
202202248009604,-0.75
202202248009610,-0.4
202202248009614,3.75
202202248009620,-0.6
202202248009624,0.875
202202248009630,-1.4
202202248009640,-1.0
202202248009644,7.5
202202248009650,0.4
202202248009654,2.0
202202248009660,-1.0
202202248009663,-1.25
202202248009666,-1.4
202202248009672,-2.0
202202248009676,-0.8
202202248009682,-1.5
202202248009693,-2.0
202202248009699,-2.0
202202248009703,12.5
202202248009711,-1.75
202202248009721,-1.5
202202248009727,-1.6
202202256756367,-1.6666666666666667
202202258009556,-1.5714285714285714
202202258009561,-1.5714285714285714
202202258009569,-1.0
202202258009580,-1.5714285714285714
202202258009585,-2.0
202202258009592,-1.25
202202258009598,-0.4
202202258009604,-1.375
202202258009610,-1.8
202202258009614,0.25
202202258009620,-0.8
202202258009624,-0.875
202202258009630,-0.6
202202258009634,1.0
202202258009640,0.2
202202258009644,-0.875
202202258009650,-1.8
202202258009654,-0.875
202202258009660,-1.2
202202258009663,-1.125
202202258009666,-2.2
202202258009672,-2.375
202202258009676,-2.4
202202258009682,-1.125
202202258009693,-1.75
202202258009699,-0.6
202202258009703,-0.75
202202258009711,-0.625
202202258009721,-2.0
202202258009727,-1.2
202202266756368,-1.0
202202268009557,-0.875
202202268009564,-0.7142857142857143
202202268009568,-2.0
202202268009570,-1.4
202202268009572,-1.4285714285714286
202202268009578,-0.8571428571428571
202202268009581,0.0
202202268009584,-0.6
202202268009586,-1.6
202202268009588,-0.5714285714285714
202202268009591,-2.2
202202268009593,-0.875
202202268009596,0.14285714285714285
202202268009599,3.4
202202268009602,-0.4
202202268009605,-1.5
202202268009608,-1.2857142857142858
202202268009611,-1.6
202202268009613,-1.8
202202268009615,1.0
202202268009618,-1.2857142857142858
202202268009625,-0.75
202202268009628,-1.0
202202268009631,-0.6
202202268009633,0.2
202202268009635,-0.375
202202268009638,-1.1428571428571428
202202268009641,-1.8
202202268009643,-0.8
202202268009645,0.25
202202268009648,-1.4285714285714286
202202268009651,0.4
202202268009653,-1.6666666666666667
202202268009655,-1.0
202202268009658,-1.1428571428571428
202202268009661,-1.4
202202268009662,-1.4
202202268009664,-1.0
202202268009670,-1.0
202202268009673,-1.0
202202268009677,0.0
202202268009683,-0.75
202202268009686,-1.4285714285714286
202202268009689,-0.8333333333333334
202202268009691,0.0
